12473	64.6882	-1.12246	1.39837	30.8674	-2.20303	2.8908	1	0	1	1	1	-1	1	1.84255	5	3	
4436039	28.3046	-0.89659	2.85687	34.7205	-0.300732	-0.255218	1	0.0957106	1	1	1	-1	1	3.16862	5	3	
4438116	30.4857	-0.741206	2.97026	44.9205	-0.00134215	-0.367912	1	0	1	1	1	1	-1	3.03653	5	3	
4439801	30.4771	1.14718	2.57444	38.4585	0.339236	-0.488383	1	0	1	1	1	1	-1	3.1676	5	3	
427301	29.7956	1.56282	-0.730597	39.6527	0.550577	1.12738	1	0.0237228	1	1	1	-1	1	2.11582	5	3	
12806341	37.9495	-0.591299	2.58983	55.4664	0.226636	0.904302	1	0.00481291	1	1	1	1	-1	1.8735	5	3	
395374	29.2172	1.16139	-1.76638	49.0587	2.13431	1.38749	1	0.0240524	1	1	1	-1	1	3.27706	1	1	
17255299	32.9256	0.170094	-3.01892	49.9631	-0.845719	0.190512	1	0.0699279	1	1	1	-1	1	3.23726	1	1	
17255801	65.8528	-1.7426	-2.87922	74.6606	-0.794555	0.677444	1	0	1	1	1	1	-1	2.88665	5	3	
16288238	34.4036	1.8772	3.09168	46.4059	1.28829	-0.631747	1	0	1	1	1	1	-1	2.62663	5	3	
423352	26.4474	-0.306502	-0.242431	38.6471	0.234601	-2.88461	1	0	1	1	1	1	-1	2.69702	5	3	
15516289	31.4411	1.1106	0.829696	31.6257	1.71499	-2.46277	1	0.0130954	1	1	1	1	-1	3.05118	5	3	
15511055	37.7019	0.863598	-0.869078	40.6195	-0.178673	2.54547	1	0.0127141	1	1	1	1	-1	3.05212	5	3	
15537219	37.3131	-1.21823	2.35984	40.8871	-0.440033	-1.25544	1	0.00716373	1	1	1	-1	1	2.77908	5	3	
15537474	45.0939	0.613333	0.6281	41.6107	-1.06229	-2.38973	1	0.00438173	1	1	1	1	-1	3.45181	5	3	
15548827	28.2535	-0.754013	2.80625	36.7467	-1.73366	-0.574703	1	0	1	1	1	1	-1	3.06311	5	3	
1645188	28.9136	0.596235	-1.79442	38.9334	-0.628511	1.39999	1	0.0128434	1	1	1	1	-1	3.32272	5	3	
1647935	28.0283	1.58791	0.252513	44.1444	2.10623	-2.84	1	0.018369	1	1	1	-1	1	3.13564	5	3	
12136693	31.0983	-0.530275	-2.9862	39.475	0.0682112	0.274021	1	0.00750176	1	1	1	-1	1	3.08164	5	3	
12654875	28.9726	-1.12722	0.178677	36.5966	-0.582587	-2.90378	1	0	1	1	1	-1	1	3.13021	5	3	
15513313	39.3812	-0.497133	-2.60922	32.5507	0.572236	0.356668	1	0.0223308	1	1	1	1	-1	3.15279	5	3	
869765	25.7836	-0.859244	1.05704	35.6556	0.235714	-2.16238	1	0	1	1	1	-1	1	3.25355	5	3	
873828	52.3493	0.258245	1.86926	35.1048	1.03951	-3.12988	1	0	1	1	1	1	-1	1.50304	5	3	
860701	25.3531	0.0529515	0.45789	41.3883	-1.79779	-2.53491	1	0	1	1	1	-1	1	3.51882	5	3	
9136111	30.9599	1.37096	1.60039	30.0424	2.07435	-0.79662	1	0	1	1	1	1	-1	2.49808	5	3	
9138304	41.9496	-0.334829	-2.98658	32.8832	-1.0377	0.143688	1	0.0480824	1	1	1	1	-1	3.20821	5	3	
9173004	37.3498	1.05025	1.34048	35.8857	0.0607118	-1.76557	1	0.0108034	1	1	1	-1	1	3.25987	5	3	
20916	29.5322	-1.77916	-0.377484	48.5285	-0.569032	-2.81829	1	0	1	1	1	1	-1	2.72433	5	3	
