1246273	32.2346	-1.25414	2.74455	37.749	-2.26384	-0.447424	1	0	1	1	1	1	-1	3.25193	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
694969	43.7213	-0.730958	-0.939094	31.661	-1.56185	1.90356	1	0	1	1	1	-1	1	2.96159	1	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
1366898	55.8825	-0.443446	1.70387	46.2022	-1.08448	-1.40875	1	0	1	1	1	1	-1	3.17795	5	1	1	1	1	2	2	2	9	7	1	1	1	1	1	
79570991	37.8611	0.166243	1.93432	33.9837	-1.11066	-0.909284	1	0.0159343	1	1	1	-1	1	3.11714	1	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
79662721	35.235	-0.883904	-1.35552	32.1065	0.255549	1.81038	1	0.0196495	1	1	1	-1	1	3.31901	5	1	1	0	0	2	2	0	0	0	1	1	0	0	0	
79668722	33.2417	0.902664	-0.25234	31.3428	-0.149141	2.80864	1	0	1	1	1	1	-1	3.23665	5	1	1	0	0	3	3	0	0	0	1	1	0	0	0	
79670891	32.8437	-1.61011	-1.17986	33.7102	-0.0154141	1.59929	1	0	1	1	1	-1	1	3.20417	6	1	1	0	1	2	2	0	6	6	1	1	0	1	1	
79848057	34.8203	0.99913	-0.563591	39.7583	-0.431032	2.63663	1	0	1	1	1	1	-1	3.39854	1	1	1	0	0	2	2	0	0	0	1	1	0	0	0	
79850998	33.9365	0.249814	0.928032	32.9905	-0.418645	-2.21061	1	0	1	1	1	-1	1	3.20903	5	1	1	0	1	2	2	0	6	7	1	1	0	1	1	
79851449	48.8828	1.02969	2.3321	37.1951	0.176997	-0.894683	1	0	1	1	1	1	-1	3.17312	1	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
96608660	36.5958	0.81849	1.80233	30.6601	-1.96307	-1.26927	1	0	1	1	1	-1	1	4.14389	6	1	1	1	1	2	2	2	6	7	1	1	1	1	1	
100682577	70.0923	0.25384	-1.08131	33.0662	0.814692	-2.7065	1	0	1	1	1	1	-1	1.71924	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
100689551	40.6814	-0.191924	1.18733	32.9555	0.537737	-1.93975	1	0	1	1	1	-1	1	3.21108	5	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
100699702	29.4846	0.890177	-2.5677	36.1304	1.4085	0.445716	1	0	1	1	1	-1	1	3.05767	5	1	0	0	1	2	0	0	6	7	1	0	0	1	1	
20916	29.5322	-1.77916	-0.377484	48.6258	-0.569032	-2.81829	1	0	1	1	1	1	-1	2.72433	6	1	1	1	0	2	2	2	0	0	1	1	0	0	0	
38848	25.8881	0.577155	-0.771954	36.3327	-0.382487	2.40643	1	0	1	1	1	1	-1	3.24972	5	0	0	0	1	0	0	0	6	6	0	0	0	1	1	
43947	36.7108	0.12951	-2.12971	56.5417	1.05198	0.475705	1	0	1	1	1	-1	1	2.7639	5	1	1	1	1	2	2	2	7	6	1	1	1	1	1	
83591	30.1984	0.167174	-1.01133	34.3161	-0.892968	2.12993	1	0	1	1	1	-1	1	3.31533	5	1	0	0	1	2	0	0	7	7	1	0	0	1	1	
5909009	47.5093	-0.38427	-0.368364	78.7138	-1.59734	2.73515	1	0	1	1	1	1	-1	3.33217	5	1	1	1	1	2	2	2	6	7	1	1	1	1	1	
22157306	37.2877	-0.150523	-2.78574	32.4109	-0.854074	0.348648	1	0.0181271	1	1	1	-1	1	3.21237	5	1	1	1	1	2	2	2	6	7	1	1	1	1	1	
22094572	34.9455	-0.718057	-0.224709	36.2265	-1.26523	2.92467	1	0	1	1	1	1	-1	3.18122	5	1	1	0	0	2	2	0	0	0	1	1	0	0	0	
22101308	36.1294	1.90226	0.0789297	31.6288	0.328585	-2.86149	1	0.00984524	1	1	1	-1	1	3.33505	5	1	1	0	1	2	2	0	6	6	1	1	0	1	1	
22103754	42.5131	0.476443	1.80115	39.9325	-0.0357996	-0.167656	1	0	1	1	1	1	-1	2.03436	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
22137384	31.2512	-0.436339	-1.13268	37.618	0.072752	1.98626	1	0	1	1	1	1	-1	3.16021	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
22138278	28.7774	0.526746	-2.50708	43.5486	1.33599	-1.21343	1	0.0530025	1	1	1	1	-1	1.52592	5	1	0	0	1	2	0	0	7	7	1	0	0	1	1	
22140900	26.8066	-0.040262	-1.88721	40.4245	-0.850385	1.49235	1	0	1	1	1	-1	1	3.01452	5	1	0	0	1	2	0	0	6	7	1	0	0	1	1	
22140985	28.7982	0.376217	1.66036	32.4101	0.921645	-1.53442	1	0.0534649	1	1	1	-1	1	3.1362	5	1	0	0	1	2	0	0	7	6	1	0	0	1	1	
22148229	41.5619	0.105904	-1.33075	33.8195	0.965069	1.40351	1	0	1	1	1	1	-1	2.86607	5	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
22608879	33.0226	-0.528601	0.195413	34.256	0.257574	-3.07045	1	0.00585868	1	1	1	-1	1	3.11807	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
22613627	32.6988	-0.270048	1.32219	38.6517	0.623627	-1.99786	1	0	1	1	1	-1	1	3.09497	5	1	1	0	1	2	2	0	8	9	1	1	0	1	1	
37849262	47.9411	1.58842	2.65208	59.5613	0.684285	-0.451815	1	0	1	1	1	1	-1	3.2329	1	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
395374	29.2172	1.16139	-1.76638	49.0587	2.13431	1.38749	1	0	1	1	1	-1	1	3.27706	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
423352	26.4474	-0.306502	-0.242431	38.6471	0.234601	-2.88461	1	0	1	1	1	1	-1	2.69702	5	0	0	0	1	0	0	0	6	6	0	0	0	1	1	
427301	29.7956	1.56282	-0.730597	39.6527	0.550577	1.12738	1	0.0237228	1	1	1	-1	1	2.11582	5	1	0	0	1	2	0	0	6	6	1	0	0	1	1	
860701	25.3531	0.0529515	0.45789	41.3883	-1.79779	-2.53491	1	0	1	1	1	-1	1	3.51882	5	0	0	0	1	0	0	0	8	10	0	0	0	1	1	
1645188	28.9136	0.596235	-1.79442	38.9334	-0.628511	1.39999	1	0.0128434	1	1	1	1	-1	3.32272	5	1	0	0	1	2	0	0	9	9	1	0	0	1	1	
1647935	28.0283	1.58791	0.252513	44.1444	2.10623	-2.84	1	0.018369	1	1	1	-1	1	3.13564	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
869765	25.7836	-0.859244	1.05704	35.6556	0.235714	-2.16238	1	0	1	1	1	-1	1	3.25355	5	0	0	0	1	0	0	0	6	7	0	0	0	1	1	
873828	52.3493	0.258245	1.86926	35.1048	1.03951	-3.12988	1	0	1	1	1	1	-1	1.50304	5	1	1	1	1	2	2	2	8	10	1	1	1	1	1	
17255299	32.9256	0.170094	-3.01892	49.9631	-0.845719	0.190512	1	0.0375128	1	1	1	-1	1	3.23726	1	1	1	0	0	2	2	0	0	0	1	1	0	0	0	
17255801	65.8528	-1.7426	-2.87922	74.6606	-0.794555	0.677444	1	0	1	1	1	1	-1	2.88665	5	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
9136111	30.9599	1.37096	1.60039	30.0424	2.07435	-0.79662	1	0	1	1	1	1	-1	2.49808	5	1	0	0	1	2	0	0	6	6	1	0	0	1	1	
9138304	41.9496	-0.334829	-2.98658	32.8832	-1.0377	0.143688	1	0	1	1	1	1	-1	3.20821	5	1	1	1	1	2	2	2	5	9	1	1	1	1	1	
9173004	37.3498	1.05025	1.34048	35.8857	0.0607118	-1.76557	1	0	1	1	1	-1	1	3.25987	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
12136693	31.0983	-0.530275	-2.9862	39.475	0.0682112	0.274021	1	0.00750176	1	1	1	-1	1	3.08164	5	1	0	0	1	2	0	0	6	6	1	0	0	1	1	
12806341	37.9495	-0.591299	2.58983	55.411	0.226636	0.904302	1	0	1	1	1	1	-1	1.8735	5	1	1	1	1	2	2	2	8	7	1	1	1	1	1	
12654875	28.9726	-1.12722	0.178677	36.5966	-0.582587	-2.90378	1	0	1	1	1	-1	1	3.13021	5	1	0	0	1	2	0	0	6	6	1	0	0	1	1	
12668470	39.5992	1.73395	2.23794	41.3458	0.773011	-1.02523	1	0	1	1	1	-1	1	3.16921	6	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
15511055	37.7019	0.863598	-0.869078	40.6195	-0.178673	2.54547	1	0.0127141	1	1	1	1	-1	3.05212	5	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
15513313	39.3812	-0.497133	-2.60922	32.5181	0.572236	0.356668	1	0.00805836	1	1	1	1	-1	3.15279	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
15516289	31.4411	1.1106	0.829696	31.6257	1.71499	-2.46277	1	0.0130954	1	1	1	1	-1	3.05118	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
15537219	37.3131	-1.21823	2.35984	40.8871	-0.440033	-1.25544	1	0	1	1	1	-1	1	2.77908	5	1	1	1	1	2	2	2	7	7	1	1	1	1	1	
15537474	45.0939	0.613333	0.6281	41.6107	-1.06229	-2.38973	1	0.00438173	1	1	1	1	-1	3.45181	5	1	1	1	1	2	2	2	6	6	1	1	1	1	1	
15548827	28.2535	-0.754013	2.80625	36.7467	-1.73366	-0.574703	1	0	1	1	1	1	-1	3.06311	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
16288238	34.4036	1.8772	3.09168	46.4059	1.28829	-0.631747	1	0	1	1	1	1	-1	2.62663	5	1	1	0	1	2	2	0	4	6	1	1	0	1	1	
2821688	31.5097	1.30142	-0.991944	38.8637	0.507792	2.08524	1	0.0049889	1	1	1	1	-1	3.17788	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
1628696	30.082	-0.785334	-2.32567	37.9288	-1.56583	0.651682	1	0	1	1	1	1	-1	3.07795	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
39360463	34.8318	0.842087	0.79548	34.4713	2.28875	-3.05779	1	0	1	1	1	-1	1	2.82796	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
39449674	28.9857	0.383377	-1.7617	38.5459	-0.54049	1.13641	1	0.0536516	1	1	1	1	-1	3.0418	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
69351665	28.6156	-0.543222	0.815453	33.4578	1.07396	-2.4091	1	0.0259955	1	1	1	1	-1	3.45984	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
69407207	34.5307	0.910392	-0.18134	31.8773	0.308654	2.72645	1	0.00608727	1	1	1	-1	1	2.9694	5	1	1	0	0	2	2	0	0	0	1	1	0	0	0	
112544017	28.9309	-1.58894	2.99544	31.9858	-0.628379	-0.44375	1	0.111206	1	1	1	1	-1	3.00183	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
112544526	27.4366	0.457328	-0.564221	36.0512	-0.515421	2.622	1	0.117242	1	1	1	1	-1	3.24614	5	0	0	0	1	0	0	0	8	9	0	0	0	1	1	
112545580	29.0246	0.236668	1.89733	34.1556	-0.501557	-1.30461	1	0.0847724	1	1	1	-1	1	3.16845	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
112552621	65.5476	-0.769703	-0.873295	69.9003	0.36035	2.24685	1	0.01669	1	1	1	1	-1	3.31848	5	1	1	1	1	2	2	2	6	8	1	1	1	1	1	
112558014	26.2866	-0.781787	1.00826	35.9914	-0.137908	-0.967024	1	0	1	1	1	-1	1	2.07757	5	0	0	0	1	0	0	0	5	7	0	0	0	1	1	
112566848	35.9121	-1.44088	2.99733	42.3935	-0.744032	-0.0554331	1	0.096924	1	1	1	-1	1	3.13129	5	1	1	1	1	2	2	2	9	10	1	1	1	1	1	
112696104	27.8606	-0.860358	1.53642	37.4784	-0.0801731	-1.63453	1	0.0210187	1	1	1	1	-1	3.20854	5	1	0	0	1	2	0	0	6	6	1	0	0	1	1	
112702333	48.655	2.00614	-1.21277	35.7775	0.254892	1.93595	1	0	1	1	1	-1	1	3.59051	5	1	1	1	1	2	2	2	6	8	1	1	1	1	1	
113545065	43.576	-0.175831	2.35457	31.4127	0.402089	-0.796577	1	0	1	1	1	-1	1	3.18491	5	1	1	1	0	2	2	2	0	0	1	1	1	0	0	
