event	lumi	run	ele pt	tau pt	met	taudm	tauGM
108650920	47931	1	30.7951	32.4982	53.747	0	5
108665846	47937	1	34.3028	51.3399	21.5453	10	5
108745540	47972	1	30.0244	39.7656	84.9148	1	5
108752292	47975	1	28.2617	57.0036	25.3721	10	5
108757560	47978	1	28.2579	32.8241	12.0746	1	5
108758629	47978	1	28.5142	32.8293	18.2891	1	5
78609195	34678	1	33.3322	30.2647	5.47263	1	5
78651517	34697	1	35.4247	30.779	16.4637	1	5
78653722	34698	1	28.931	31.4923	86.2027	1	5
79106930	34898	1	26.8941	36.4422	15.9123	1	5
79108145	34898	1	34.2251	44.4396	26.3288	0	5
79114032	34901	1	30.6177	39.2578	20.4573	1	5
97485535	43005	1	28.8727	36.9857	79.625	11	5
97520016	43020	1	29.9685	33.8548	20.6822	1	5
97520223	43020	1	37.214	84.315	64.7583	11	5
97529072	43024	1	58.4874	43.7724	68.1331	1	5
101946835	44973	1	32.2174	32.5056	15.6911	10	5
102495142	45215	1	36.4475	34.889	6.18364	1	5
102510280	45222	1	58.8894	64.4579	11.578	1	5
102516885	45225	1	34.2251	31.4441	78.5425	10	5
102519060	45226	1	59.4172	41.1217	97.5766	1	5
102524395	45228	1	59.7086	63.6934	9.35559	11	5
108053412	47667	1	28.81	39.9804	19.5766	11	6
108056192	47668	1	28.1988	34.7219	56.9517	1	5
108070636	47675	1	27.993	37.4898	58.8725	0	5
108284976	47769	1	34.2038	68.5778	22.695	1	5
110047481	48547	1	29.7875	43.7679	23.4495	0	5
110050688	48548	1	27.0107	39.9026	32.4313	0	5
28046928	12373	1	33.8706	51.8955	12.2589	11	5
28148571	12418	1	29.1859	33.7739	40.9113	1	5
28157280	12422	1	31.552	36.9904	8.74043	1	5
28161791	12424	1	35.1468	50.3469	24.2187	10	5
28059420	12379	1	31.3984	54.0741	42.9136	1	5
28139432	12414	1	34.5688	33.5341	26.9539	1	5
35775536	15782	1	31.9691	46.0698	32.8298	1	5
36246416	15990	1	25.7186	67.1198	53.3275	1	5
36250947	15992	1	36.4592	37.5548	25.3816	1	5
36253777	15993	1	45.6783	46.0857	53.0936	0	5
71197085	31408	1	37.3938	35.304	75.5475	11	5
71197828	31409	1	36.123	37.8407	36.716	1	5
38779261	17108	1	36.1807	37.9014	2.1697	11	5
38786389	17111	1	36.0116	48.6173	13.4546	10	5
38791382	17113	1	40.3989	31.4862	89.3469	1	5
48592753	21437	1	32.9851	42.4007	73.8696	10	5
48603169	21441	1	32.7849	34.7309	5.29114	1	5
48607422	21443	1	41.3927	51.2154	16.0704	0	5
48671806	21472	1	31.5907	41.5417	35.7642	10	5
48674493	21473	1	30.9334	41.6499	12.8173	10	5
26013867	11476	1	30.3259	31.8693	23.5898	0	5
7287985	3216	1	41.5935	35.0516	12.2355	0	5
7296465	3219	1	31.2778	42.9232	19.7744	1	5
7356944	3246	1	37.1688	45.545	63.6152	0	5
8135147	3589	1	36.7908	32.6734	122.96	10	5
10807273	4768	1	39.4664	40.9703	44.2252	1	1
7675024	3386	1	26.0402	37.3392	9.85896	1	5
7675492	3386	1	29.462	34.9116	26.473	1	5
7676163	3387	1	41.3137	42.1734	47.9231	0	1
7690885	3393	1	40.5056	31.5732	41.2487	1	5
7778933	3432	1	36.6395	65.9482	48.1049	1	1
7780702	3433	1	42.1159	31.4824	6.76202	0	5
7797763	3440	1	29.2505	38.9964	73.6367	1	5
13193268	5821	1	48.8462	30.8333	15.4148	1	5
13198771	5823	1	31.4168	39.506	17.7129	0	5
15875179	7004	1	33.8986	39.2463	42.671	1	5
15879354	7005	1	74.9865	50.8325	153.563	1	5
15881319	7006	1	27.8393	41.7714	15.6155	0	5
15882788	7007	1	29.3813	34.3646	28.3132	11	5
26089356	11510	1	40.6382	39.9965	100.388	1	6
26091466	11510	1	45.7835	30.4575	33.0225	10	5
29672856	13090	1	30.6994	30.3832	14.7548	1	5
17546919	7741	1	45.8948	31.3028	46.1857	10	5
51415591	22682	1	29.203	30.1549	17.3425	0	5
51419327	22684	1	31.5226	42.8542	59.179	10	5
51419706	22684	1	26.5387	35.4008	4.55269	10	5
51419845	22684	1	28.1328	33.9087	6.05748	10	5
51402788	22676	1	44.0083	37.5066	30.9557	1	1
51407347	22678	1	31.8951	41.0662	3.59369	1	5
51460677	22702	1	39.4401	35.4192	31.2004	0	1
51460799	22702	1	34.0044	36.713	32.6385	0	5
51462505	22703	1	52.356	58.6504	23.4629	1	1
51463919	22703	1	31.9406	32.5786	21.8635	1	5
51466341	22704	1	39.0768	42.3085	4.34104	1	5
51730463	22821	1	48.3711	52.0682	12.4458	1	1
51501480	22720	1	35.6748	31.408	4.71119	1	5
35011162	15445	1	28.8665	35.5399	54.1135	10	5
35016129	15447	1	35.0496	50.0655	30.666	1	5
35021208	15450	1	30.2001	38.4527	35.9844	1	5
35023622	15451	1	29.5953	35.6214	34.6109	1	5
35024060	15451	1	33.7978	40.1829	16.5213	1	5
35030238	15454	1	35.6746	31.4065	57.8015	1	5
52265572	23057	1	34.1646	32.1393	22.824	0	5
52302315	23073	1	31.5062	43.0072	26.9211	10	5
52311679	23077	1	29.3695	42.6059	70.416	1	5
52314429	23078	1	52.2207	42.9424	70.3941	0	6
37777020	16665	1	31.9626	48.606	50.3119	10	5
38524393	16995	1	29.4356	33.6215	33.7152	10	5
38688557	17068	1	38.5107	32.05	10.9203	0	1
38692551	17069	1	31.5084	48.8925	53.2953	10	5
38695894	17071	1	25.8304	35.1679	12.8262	1	5
38697482	17071	1	29.32	37.8234	17.5105	1	5
51988674	22935	1	53.8811	31.1226	36.5832	1	5
52001149	22940	1	28.4028	57.5872	56.4536	10	5
52001505	22940	1	50.7544	141.404	31.5829	0	5
52008151	22943	1	34.9061	37.0782	34.5895	10	5
52017304	22947	1	31.7325	86.0933	83.9146	1	5
52382075	23108	1	25.2942	36.0495	65.0058	1	5
52383194	23109	1	39.4014	53.7296	44.404	1	1
52386697	23110	1	68.7671	40.8403	24.1968	1	5
80977327	35723	1	36.2749	35.7896	27.212	1	1
80982288	35725	1	38.3035	43.5392	5.09646	10	5
80985442	35726	1	34.566	46.3633	15.0783	1	5
80987681	35727	1	31.3162	55.3107	41.3681	1	5
80988681	35728	1	37.3398	39.4288	23.7643	1	5
80996158	35731	1	30.4749	43.5752	13.2107	10	5
80999244	35732	1	32.6624	31.478	10.1593	11	5
81002583	35734	1	27.2325	42.9231	30.1794	1	5
81008648	35737	1	32.0505	38.3872	8.63147	10	5
81013520	35739	1	35.2076	43.4515	35.3943	1	5
81014509	35739	1	49.6104	44.7333	37.0445	11	5
83481640	36828	1	41.556	43.6911	4.86172	1	1
83485902	36829	1	26.3697	37.55	31.574	10	5
84492308	37273	1	45.9081	35.3006	72.8666	0	6
84499165	37276	1	33.6185	65.6503	22.9997	1	5
85054094	37521	1	84.0826	72.5873	148.36	1	5
85055044	37522	1	35.2253	30.3106	15.4096	11	5
92342241	40736	1	34.0388	68.3714	58.1151	11	5
86369257	38101	1	44.8352	32.0695	35.0141	1	5
86372263	38103	1	29.1471	41.2652	16.888	1	5
86373924	38103	1	73.9788	78.2243	123.278	10	5
86704329	38249	1	30.4298	34.6594	5.55342	1	5
113061571	49876	1	30.9269	30.9147	28.3634	10	5
100464755	44319	1	31.9346	41.521	42.5535	0	5
100631595	44393	1	31.8631	30.3357	23.7305	1	5
100632827	44394	1	31.2827	42.0608	14.548	10	5
100641424	44397	1	32.2706	33.84	20.4783	1	5
100650050	44401	1	26.505	35.8227	34.3865	10	5
100656958	44404	1	29.9577	45.5142	18.3878	11	5
101273659	44676	1	28.628	38.9238	16.2448	1	5
101280457	44679	1	36.5612	39.107	46.2166	1	5
101280488	44679	1	36.8308	30.876	45.797	1	5
27177876	11990	1	28.7579	35.1061	44.4561	11	5
27178682	11990	1	32	37.5507	28.6217	10	5
27183106	11992	1	39.1928	41.3814	25.1303	1	5
27189546	11995	1	89.8831	79.5121	8.0428	0	5
27196622	11998	1	32.2595	38.9664	2.78608	10	5
27207965	12003	1	47.5141	50.8773	24.0091	11	5
106058844	46787	1	34.501	35.1321	28.729	1	5
106059450	46787	1	92.5719	64.115	4.85936	1	1
106068548	46792	1	30.3476	41.5278	35.9679	10	5
106071205	46793	1	36.2054	34.8185	22.5695	1	5
106075229	46794	1	35.0558	75.3306	45.8539	1	5
106076464	46795	1	40.154	33.6241	10.5839	0	5
41398609	18263	1	31.566	30.5816	59.141	11	5
41626680	18364	1	31.3538	30.1294	26.8446	1	5
44510006	19636	1	29.2885	37.2916	16.663	10	5
44511250	19636	1	51.4469	36.5337	26.2795	0	5
44515560	19638	1	32.9781	35.4923	18.3029	10	5
44765138	19748	1	30.8248	32.3643	40.4898	1	5
48352908	21331	1	53.0798	41.7118	55.332	10	5
48418739	21360	1	36.5253	40.6591	60.9956	10	5
48470093	21383	1	39.0662	60.9487	52.8305	1	5
48357338	21333	1	33.7737	34.3359	41.8883	11	5
48360408	21334	1	32.0651	35.9733	33.7106	1	5
48428470	21364	1	27.2443	42.236	12.3936	1	5
48465951	21381	1	27.8231	35.5154	34.866	1	5
50432300	22248	1	25.7053	45.7096	20.8834	0	5
21271920	9384	1	33.8489	46.3506	48.8881	11	5
21275911	9386	1	35.2566	31.191	48.2812	10	5
32006188	14120	1	32.4719	40.021	47.0312	10	5
32006794	14120	1	33.4829	31.9728	36.4035	10	5
32021567	14126	1	36.5505	46.1562	90.293	0	5
32149726	14183	1	49.6012	47.9635	105.043	0	5
32151489	14184	1	56.826	49.4837	28.9218	1	1
32152905	14184	1	42.9024	35.2823	13.9055	11	5
39984019	17639	1	31.4907	42.5454	19.503	10	5
40052196	17669	1	26.3477	71.4337	52.7982	1	5
40053658	17670	1	27.5738	43.6287	112.94	1	5
34337837	15148	1	34.7109	38.8099	19.1866	1	5
34409772	15180	1	30.1977	35.9758	41.1053	10	5
34422884	15186	1	31.6642	33.1475	5.11293	10	5
34425050	15187	1	51.7343	34.3769	69.058	10	5
37868319	16706	1	44.339	41.1603	38.1755	10	5
37869396	16706	1	28.8697	39.3138	24.4239	10	5
46188912	20376	1	28.8485	34.355	30.2685	10	5
46189862	20377	1	30.8666	51.4271	7.67664	1	5
46398727	20469	1	28.1256	43.3256	12.9255	11	5
65866493	29057	1	45.2646	60.9494	111.582	0	5
65866794	29057	1	37.8014	46.7002	39.3414	1	5
65868240	29058	1	29.7259	34.5691	38.0095	0	5
65869314	29058	1	40.8551	34.3387	8.84364	1	5
65869945	29058	1	34.405	31.8744	30.3262	10	5
65876018	29061	1	30.6992	31.9198	19.2502	10	5
46659668	20584	1	31.9563	31.1051	4.18419	10	5
110372929	48690	1	33.0094	37.4214	21.6403	10	5
110388362	48697	1	34.7075	33.941	10.3422	1	5
110388903	48697	1	42.1591	98.11	30.3556	1	5
2046221	903	1	33.5468	37.6122	21.7148	0	5
2080104	918	1	27.0913	36.5322	36.4207	1	5
2083717	920	1	31.9436	36.6343	127.375	1	5
2084279	920	1	34.8627	48.9081	10.5928	11	5
2095249	925	1	30.6169	64.4343	49.0459	10	5
2101586	928	1	34.1502	33.4105	30.0404	1	5
2148923	948	1	47.9606	34.9927	38.5939	1	5
2154109	951	1	43.6757	125.743	71.6046	0	5
5180258	2286	1	31.3002	35.1036	57.8217	10	5
5181151	2286	1	34.1815	37.32	6.52474	11	5
5304640	2341	1	28.137	31.0821	26.5568	1	5
5308246	2342	1	43.0267	41.7694	40.4617	10	5
5389107	2378	1	26.4888	37.4707	15.7666	1	5
8572479	3782	1	44.976	33.4238	31.2798	1	5
8505877	3753	1	29.7329	32.2645	61.4438	1	5
8515580	3757	1	30.2104	46.6339	39.0358	1	5
12977793	5725	1	156.08	57.8899	82.9013	1	5
12980352	5727	1	30.4704	39.7909	9.8666	1	5
13124514	5790	1	34.0723	36.7761	24.21	0	5
13124717	5790	1	30.3446	32.5474	36.9406	1	5
13124879	5790	1	30.1112	36.6168	7.16911	0	5
24661802	10880	1	29.1474	37.1423	41.2336	10	5
12984163	5728	1	47.8632	78.474	70.9913	0	5
13095409	5777	1	32.273	33.7128	13.9893	1	5
13133305	5794	1	32.6872	33.3551	26.1785	10	5
39529486	17439	1	32.2874	33.3409	48.2798	10	5
39547592	17446	1	29.6927	33.736	89.7198	10	5
39548892	17447	1	29.9199	30.071	8.66812	1	5
39549392	17447	1	37.6006	40.6297	17.4712	0	5
39557040	17451	1	41.1828	36.3045	16.6986	0	1
39585576	17463	1	39.3386	52.0318	35.2851	10	5
39587627	17464	1	34.8835	45.0733	30.5222	1	1
39589406	17465	1	32.1922	37.2951	19.8653	10	5
49440064	21810	1	34.3369	41.2862	60.3987	1	5
49524667	21848	1	66.9927	66.2417	32.6204	0	1
49536429	21853	1	28.3074	44.7572	20.8204	10	5
58034250	25602	1	27.6731	65.1699	18.6706	1	5
57506702	25369	1	35.9338	37.337	72.6795	10	5
57645090	25430	1	43.5613	35.4219	7.69021	1	1
57679196	25445	1	94.3423	31.4984	216.138	1	5
57680610	25446	1	25.7525	60.6352	45.7166	1	6
9613132	4241	1	27.0818	43.4571	8.79301	0	5
9613271	4241	1	33.3889	35.3995	23.9596	11	5
11642272	5136	1	28.7606	35.9302	5.94663	1	5
12023376	5304	1	44.3317	52.889	18.9789	11	1
12026070	5306	1	36.3351	48.7994	34.391	1	5
57137148	25206	1	35.4399	39.0944	12.4476	1	5
57138998	25207	1	30.1862	32.7254	17.1834	0	6
12044095	5314	1	35.7663	35.7108	22.54	1	5
19148764	8448	1	33.0357	30.7151	19.0923	10	5
19148839	8448	1	28.1936	38.0995	34.1282	1	5
14712867	6491	1	39.8967	37.9682	49.0891	1	5
14713632	6491	1	30.493	32.0784	48.402	1	5
14717529	6493	1	30.2648	37.9259	46.9558	10	5
14531087	6411	1	34.762	107.746	87.5083	1	5
14598606	6441	1	35.135	33.3275	43.0222	0	5
14599587	6441	1	39.8909	31.4124	30.686	11	5
14604562	6443	1	32.1726	40.9069	39.8775	1	5
14616058	6448	1	34.557	30.6915	35.1917	1	1
15074456	6650	1	30.9299	30.732	21.7925	0	5
15074460	6650	1	36.7	32.5199	16.5071	11	5
15124500	6673	1	33.3639	41.3474	74.9261	1	5
15135936	6678	1	45.3338	33.249	34.7173	1	5
15162017	6689	1	34.5026	44.0603	32.333	10	5
15218173	6714	1	38.8089	39.8378	26.9902	1	1
22525968	9938	1	48.2718	33.0685	82.4566	0	5
22528914	9939	1	36.0045	55.7487	29.1873	1	5
22600744	9971	1	26.8252	67.6596	47.5743	1	5
22601172	9971	1	27.8038	41.7865	39.0205	1	5
23171978	10223	1	41.4833	38.8915	24.463	11	5
23323997	10290	1	26.9841	35.7291	17.7092	11	5
23304053	10281	1	27.1179	46.8273	38.9139	10	5
26729255	11792	1	32.4126	38.2009	13.9473	11	5
27770391	12251	1	30.4421	41.8294	40.4407	1	5
27787916	12259	1	37.3861	34.6133	49.7642	1	1
31916950	14080	1	29.0017	40.0558	55.5992	1	5
28243464	12460	1	37.3515	33.2944	16.865	1	5
28243865	12460	1	25.8545	44.6555	43.1214	1	5
28298130	12484	1	26.1767	49.9059	31.9279	1	5
86727666	38259	1	33.094	38.4451	79.8079	0	5
86761652	38274	1	45.6879	52.9994	20.6779	1	6
86762223	38275	1	30.3942	34.9599	7.48185	10	5
87045480	38400	1	39.2854	40.6606	14.0824	11	5
87057164	38405	1	31.5227	33.1903	26.6992	1	5
87067003	38409	1	29.7065	34.5428	11.3126	0	5
104305899	46014	1	77.5039	36.706	43.3129	1	5
104326833	46023	1	35.9494	31.1185	51.9285	1	5
104639752	46161	1	36.3459	30.8233	17.3217	1	5
104643464	46163	1	73.2662	75.4904	40.6133	0	5
111861328	49347	1	26.5417	36.2215	21.4102	10	5
111868805	49350	1	28.186	31.9357	29.4643	1	5
104909686	46280	1	43.613	36.465	16.8745	1	5
109415810	48268	1	28.1252	46.0001	30.2429	10	5
109431941	48275	1	32.5007	39.0521	14.8483	11	5
109720042	48402	1	30.7617	31.6518	68.4387	10	5
110614603	48797	1	38.6488	31.9923	12.566	10	5
67366333	29718	1	30.7134	43.3446	4.88277	1	5
67368627	29719	1	44.29	42.0615	27.0877	10	5
67370428	29720	1	28.9232	34.9154	22.9088	1	5
68884527	30388	1	28.8482	33.2224	24.973	1	5
68913874	30401	1	40.1511	39.3332	36.2428	10	5
67802430	29911	1	29.807	41.7345	46.7246	1	5
77565250	34218	1	37.6957	36.7025	15.3918	1	5
77573822	34221	1	32.6014	31.6463	24.3507	10	5
77574764	34222	1	38.145	38.7086	21.2688	10	5
77575902	34222	1	32.305	43.2978	51.094	1	5
77576876	34223	1	30.4562	39.3768	23.6286	10	5
77576900	34223	1	29.4509	36.3537	87.3555	10	5
77581811	34225	1	69.1516	83.2464	64.7518	1	5
68098311	30041	1	43.7864	35.195	13.5167	11	5
68113901	30048	1	49.2348	52.8025	80.1451	1	5
71950088	31741	1	35.4693	53.378	38.6446	10	5
71950199	31741	1	44.8828	42.2891	3.49034	0	1
71950736	31741	1	30.2338	30.7244	25.7944	1	5
71951348	31741	1	28.4791	44.1619	2.62586	1	5
72134100	31822	1	32.6155	53.2635	27.7008	1	5
72717691	32079	1	37.0425	38.9836	40.0477	0	1
72717852	32079	1	42.5239	51.1993	18.3037	1	1
72719192	32080	1	43.0496	31.3134	14.2518	0	5
72724140	32082	1	34.064	44.2017	51.7139	1	5
72727041	32083	1	29.8546	37.404	22.6069	1	5
72731192	32085	1	36.9275	41.4365	23.9511	1	5
101817460	44916	1	26.4396	72.1048	114.096	1	5
101817695	44916	1	31.8949	42.398	69.6318	11	5
73663891	32497	1	33.8128	33.9658	77.5425	0	5
73671695	32500	1	30.8851	40.1497	35.6919	1	5
73685378	32506	1	28.6312	37.7418	72.8853	1	5
73685485	32506	1	34.6012	35.6966	32.6038	11	5
73897873	32600	1	33.5355	34.8856	8.95846	0	5
73898128	32600	1	36.8691	33.7092	17.2453	10	5
73917224	32608	1	32.1598	30.0219	11.3963	1	5
23740479	10473	1	46.9307	32.1719	21.2251	1	5
23745320	10475	1	31.6225	53.9658	33.515	0	5
23752479	10479	1	26.3353	38.7914	46.3104	10	5
23754136	10479	1	46.4735	32.1014	24.0472	0	5
24340918	10738	1	32.3113	35.4764	15.9988	11	5
31247501	13785	1	32.7148	34.051	41.6261	11	5
24156351	10657	1	36.9228	43.0944	42.5011	10	5
24161662	10659	1	32.9197	38.0406	65.9077	10	5
24166273	10661	1	33.9839	31.2069	42.6881	1	5
25345601	11181	1	35.1778	47.4211	143.709	10	5
49117700	21668	1	32.5328	42.2647	29.8505	10	5
49120946	21670	1	29.7286	35.6754	29.4211	10	5
49121302	21670	1	164.601	109.656	26.1578	1	5
49179346	21695	1	27.3906	40.834	26.5563	10	5
49285547	21742	1	39.7929	45.6177	89.1171	1	5
49575698	21870	1	29.4166	35.5813	38.6053	10	5
50190412	22141	1	30.746	30.6323	16.7263	11	5
53193957	23466	1	39.649	44.8658	34.0047	10	5
53194866	23467	1	74.3105	49.4051	85.0596	10	5
53197687	23468	1	27.0955	43.1527	24.1566	1	5
53200975	23470	1	28.6682	31.3763	23.6547	1	5
53539024	23619	1	43.9253	30.5785	31.4901	1	5
53542788	23620	1	43.7506	33.5427	25.5266	10	5
53546669	23622	1	39.8665	52.5312	7.38674	1	5
53547787	23623	1	36.4109	40.6894	18.7761	1	5
53243087	23488	1	25.2842	41.6056	37.5902	10	5
75529716	33320	1	29.5468	30.2787	50.9797	10	5
75530032	33320	1	35.9691	41.5323	13.6037	10	5
77833675	34336	1	63.7797	47.0045	24.5487	10	5
77843993	34341	1	35.2116	34.1513	15.9843	10	5
77845229	34341	1	48.0896	84.1831	78.6365	1	5
37814135	16682	1	31.4237	33.2711	39.8476	1	5
37839241	16693	1	26.6275	49.2424	89.5251	0	5
37844296	16695	1	35.4547	45.9277	30.8808	0	5
38134332	16823	1	25.3659	45.012	10.3666	1	5
57411909	25327	1	31.1848	34.4673	40.7579	10	5
57413723	25328	1	28.5748	34.68	66.7778	11	5
58319278	25727	1	31.9917	38.2518	15.9923	1	5
58348924	25741	1	35.1571	45.7904	47.4253	1	5
58352859	25742	1	33.3286	31.8177	59.8506	1	5
58353524	25743	1	43.5797	39.3763	25.147	1	5
58353730	25743	1	39.9529	43.5169	26.333	11	5
58355319	25743	1	27.0045	48.7461	17.4841	1	5
58431641	25777	1	39.4021	38.7776	28.592	1	5
70804716	31235	1	29.2083	35.9155	23.5311	10	5
58745533	25915	1	27.5351	36.317	11.3585	1	5
58746023	25916	1	31.5731	33.062	61.5201	1	5
58849897	25961	1	25.7739	61.4746	51.0194	11	5
58902661	25985	1	66.9483	31.8719	32.1195	0	5
80406996	35471	1	32.7577	46.5977	144.453	1	5
80409758	35472	1	35.9787	36.1378	22.1395	1	5
80465941	35497	1	25.9256	37.5581	16.0081	1	5
21152211	9332	1	41.387	36.5016	16.512	1	5
21205472	9355	1	34.7638	48.1378	30.7646	1	5
21206223	9355	1	31.9174	42.1173	19.3546	11	5
23804071	10501	1	25.0506	49.3435	9.26467	11	5
23805036	10502	1	42.028	55.2578	70.9328	1	1
57118297	25198	1	42.2323	40.7491	13.3937	1	6
57124539	25200	1	31.3926	31.8011	11.9803	1	5
37509921	16548	1	30.3953	38.6168	12.5248	10	5
37514612	16550	1	36.0933	32.3108	6.38969	0	5
37516161	16550	1	30.1056	83.4308	45.0412	1	5
37517587	16551	1	29.2417	31.4067	42.5456	1	5
37520523	16552	1	31.6575	58.5108	8.86291	10	5
37521615	16553	1	36.3054	35.6995	83.9697	11	5
58329883	25732	1	29.856	46.676	4.90518	0	5
48772145	21516	1	28.9682	38.322	28.7393	11	5
48775856	21517	1	37.3739	31.2148	20.7623	0	5
48784827	21521	1	36.1467	40.7884	23.6214	0	5
48785397	21522	1	71.1565	89.0833	53.4274	10	5
48788176	21523	1	32.5314	35.4982	2.79867	10	5
48891849	21569	1	35.2174	34.5019	10.0644	0	5
48892883	21569	1	102.685	43.3163	101.557	10	5
48893140	21569	1	52.3928	46.6095	26.9246	1	1
48792153	21525	1	30.4879	37.8043	14.8534	10	5
48794219	21526	1	27.5926	42.2312	29.5302	0	5
56288134	24831	1	48.1721	45.5271	136.665	1	5
56343149	24856	1	35.8551	54.9079	54.6386	10	5
56346383	24857	1	56.2048	43.4719	53.4825	1	6
55489225	24479	1	34.4631	36.9045	18.3741	1	5
68432077	30189	1	38.7299	52.8599	14.5075	10	5
68435397	30190	1	36.3547	34.8352	4.05933	10	5
68435723	30190	1	36.4681	36.2424	62.2669	0	5
68436141	30190	1	29.3254	30.3402	22.2362	1	5
68758537	30333	1	27.3864	39.4158	13.5454	10	5
69269032	30558	1	34.149	33.9761	57.1617	0	5
69285769	30565	1	37.7687	35.5425	28.3416	1	5
634640	280	1	40.5788	42.2007	21.799	1	5
455021	201	1	29.4235	58.9739	121.964	1	5
815432	360	1	34.6493	34.1232	17.7075	0	5
7540353	3327	1	45.6903	44.2082	56.1529	1	5
7543917	3328	1	31.1761	45.3384	8.87947	1	1
7552702	3332	1	33.8531	31.1667	18.5022	1	5
7559973	3335	1	37.5705	37.9989	12.6661	10	5
7568135	3339	1	75.0988	43.0728	126.747	10	5
7570098	3340	1	31.7661	38.8825	11.517	1	5
7570535	3340	1	44.0504	30.6489	18.7971	0	5
7572808	3341	1	25.1783	40.2397	51.506	1	5
11030207	4866	1	26.1087	145.196	158.075	0	5
11031503	4867	1	33.8515	31.0765	32.8846	11	5
11032546	4867	1	34.6401	32.7496	58.8218	1	5
11032715	4867	1	35.7765	31.2461	35.8164	1	5
11618517	5126	1	42.9384	42.2239	30.4538	10	5
14891947	6570	1	28.9355	46.8431	25.5782	10	5
14899227	6573	1	81.7542	32.8315	33.9979	0	6
14908724	6577	1	46.6914	55.778	46.5923	0	1
14919206	6582	1	36.7921	42.3064	56.9959	1	5
77846383	34342	1	26.4242	42.4043	33.2465	1	5
77847258	34342	1	31.5186	44.7161	15.8066	11	5
77849546	34343	1	30.9158	51.9003	20.8073	10	5
77863962	34349	1	25.8314	40.7854	7.7854	11	5
77870340	34352	1	42.2195	35.1973	17.768	1	5
77929954	34378	1	45.4302	33.3823	11.9025	10	5
83233536	36718	1	45.3592	42.5535	58.9457	1	5
83240123	36721	1	40.6872	39.2281	108.445	1	5
86219767	38035	1	43.5119	32.6727	7.07953	1	5
86293220	38068	1	37.8016	50.968	9.81074	11	5
95266940	42026	1	37.093	35.1526	6.71172	11	5
95268605	42027	1	35.6079	31.1413	27.0258	1	5
95269560	42028	1	90.0729	56.692	42.0956	10	5
95272532	42029	1	33.2556	33.2176	30.4911	10	5
86384413	38108	1	35.974	33.4013	70.6326	1	5
86521617	38169	1	33.7346	48.1725	39.0646	1	5
86536835	38175	1	29.4691	31.9095	13.4882	1	5
86543121	38178	1	33.0542	53.944	59.1784	11	5
86686168	38241	1	29.0383	42.5198	64.4743	0	5
93645111	41311	1	38.5489	34.209	51.3552	1	5
93699388	41335	1	44.4785	60.5381	18.855	1	5
93707163	41338	1	35.6257	50.9259	91.6341	1	5
93707375	41339	1	30.5951	32.6005	84.6541	1	5
93708780	41339	1	28.3765	44.2745	38.0546	10	5
93710872	41340	1	44.1234	73.2202	98.6318	1	5
93712685	41341	1	43.3023	47.1439	64.1961	10	5
94522579	41698	1	25.2647	45.0803	23.6417	1	5
94522942	41698	1	41.3517	38.5619	43.0662	10	5
94524376	41699	1	42.1583	37.3521	16.0412	1	5
94525169	41699	1	39.7288	41.3526	19.6511	1	5
51281557	22623	1	26.9405	35.9224	4.80602	10	5
51216901	22594	1	27.107	39.5272	76.2531	1	5
51217190	22594	1	28.6515	34.7028	28.6728	10	5
51361226	22658	1	34.3583	34.9721	24.8573	10	5
51365467	22660	1	31.9059	38.3661	22.0642	1	5
51352108	22654	1	30.4118	32.963	44.7855	1	5
51247282	22608	1	39.7098	34.4019	12.7743	1	5
51260070	22613	1	31.8105	33.42	14.7294	1	5
51261152	22614	1	54.037	50.7627	48.141	1	1
51304363	22633	1	36.1944	40.7835	20.6026	1	5
51304405	22633	1	33.6655	30.5322	50.0406	1	5
51306653	22634	1	32.7204	48.9689	23.1002	10	5
51369853	22662	1	35.3319	30.3614	32.6138	1	5
53290821	23509	1	33.4931	33.7299	21.6122	1	6
53292058	23510	1	25.4499	43.0356	7.55049	0	5
53293982	23511	1	33.6112	36.5079	12.0434	1	5
53380522	23549	1	37.3509	50.598	62.544	0	5
53386555	23551	1	29.5582	44.7862	13.249	11	5
53217776	23477	1	29.25	59.2163	71.1386	1	5
53388912	23552	1	34.5392	34.0871	59.2359	10	5
53391675	23554	1	37.3448	32.622	9.13424	10	5
53394338	23555	1	47.7667	35.0164	42.1663	1	1
60024681	26480	1	30.8058	41.7585	24.4659	1	5
60027981	26481	1	28.1751	43.2566	42.6369	11	5
60911347	26871	1	62.659	39.8076	86.9545	1	5
60912797	26872	1	34.6677	31.8229	17.7962	10	5
60919119	26874	1	27.172	47.1588	18.7328	10	5
60920566	26875	1	39.5648	46.6068	45.3045	1	1
96736913	42675	1	42.4781	97.7454	7.57758	10	5
15504396	6840	1	39.513	31.0502	4.0173	1	6
15396713	6793	1	33.6265	44.4382	12.1126	1	5
15398878	6794	1	42.5577	32.7531	28.8516	1	5
15404856	6796	1	34.1941	33.5991	14.4038	10	5
15443965	6813	1	30.853	32.6842	24.266	10	6
15452068	6817	1	30.9813	38.2213	35.8633	1	5
15526680	6850	1	38.5879	34.0728	10.148	11	5
15527767	6850	1	38.6234	30.5675	31.793	1	5
15529428	6851	1	47.331	91.9309	83.7571	10	5
17300734	7633	1	41.9513	46.5191	12.1958	1	1
17306719	7635	1	35.8362	31.9739	17.0728	10	5
27753273	12244	1	38.7852	33.5089	46.1317	1	5
27763071	12248	1	59.4137	63.3519	51.7531	1	5
