Name,Yield
ZLL,4267.59765625
Fake,78157.765625
TT,19895.48828125
ggh,1807.0870361328125
VV,4991.3251953125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,56933.5078125
ZLL,2017.7540283203125
Fake,26784.56640625
TT,5303.574951171875
ggh,988.1536560058594
VV,1307.08203125
From Cutflow bin 8
Data_hist,197157.0
ZTT,72819.78125
ZLL,4267.59765625
Fake,78157.765625
TT,19895.48828125
ggh,1807.0870361328125
VV,4991.3251953125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,56933.5078125
ZLL,2017.7540283203125
Fake,26784.56640625
TT,5303.574951171875
ggh,988.1536560058594
VV,1307.08203125
From Cutflow bin 8
Data_hist,197157.0
ZTT,72819.78125
ZLL,4267.59765625
Fake,78157.765625
TT,19895.48828125
ggh,1807.0870361328125
VV,4991.3251953125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,56934.298828125
ZLL,2017.7540283203125
Fake,26730.384765625
TT,5335.913818359375
ggh,990.0971069335938
VV,1736.48876953125
From Cutflow bin 8
Data_hist,197157.0
ZTT,72822.21875
ZLL,4267.59765625
Fake,77972.1953125
TT,20033.794921875
ggh,1810.1961669921875
VV,6712.6640625
"From tau charge, integral, with mT cut"
Data_hist,111318.0
ZTT,88318.2421875
ZLL,2523.881591796875
Fake,21018.4091796875
TT,6431.46728515625
ggh,1190.6508178710938
VV,2107.1378173828125
From Cutflow bin 8
Data_hist,250474.0
ZTT,125959.7578125
ZLL,5340.318359375
Fake,65973.28125
TT,23467.18359375
ggh,2415.759765625
VV,8060.09521484375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,55219.185546875
ZLL,4937.71875
Fake,26609.884765625
TT,5740.082275390625
ggh,1050.5802612304688
VV,1832.8306274414062
From Cutflow bin 8
Data_hist,197157.0
ZTT,70715.453125
ZLL,10506.705078125
Fake,77488.0625
TT,21315.359375
ggh,1998.5194091796875
VV,7065.90673828125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,52536.619140625
ZLL,4720.08154296875
Fake,26829.841796875
TT,5476.83984375
ggh,999.9214782714844
VV,1750.0202026367188
From Cutflow bin 8
Data_hist,197157.0
ZTT,67196.5703125
ZLL,10056.140625
Fake,77983.0234375
TT,20360.244140625
ggh,1903.027099609375
VV,6748.85986328125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,5840.547119140625
ZLL,3909.6639404296875
Fake,29349.880859375
TT,3309.31298828125
ggh,356.74891662597656
VV,983.9806823730469
From Cutflow bin 8
Data_hist,197157.0
ZTT,8681.412109375
ZLL,8750.07421875
Fake,82537.2421875
TT,13896.740234375
ggh,856.565673828125
VV,4533.33349609375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,74639.234375
ZLL,6023.892333984375
Fake,25694.119140625
TT,7617.855712890625
ggh,1364.862548828125
VV,2461.8388671875
From Cutflow bin 8
Data_hist,197157.0
ZTT,95824.5078125
ZLL,12803.9765625
Fake,75413.296875
TT,28595.40234375
ggh,2534.4765625
VV,9556.8662109375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,74639.234375
ZLL,6023.892333984375
Fake,25694.119140625
TT,7617.855712890625
ggh,1364.862548828125
VV,2461.8388671875
From Cutflow bin 8
Data_hist,197157.0
ZTT,95824.5078125
ZLL,12803.9765625
Fake,75413.296875
TT,28595.40234375
ggh,2534.4765625
VV,9556.8662109375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,15514.248046875
ZLL,2379.924560546875
Fake,27633.474609375
TT,7617.855712890625
ggh,1364.862548828125
VV,2461.8388671875
From Cutflow bin 8
Data_hist,197157.0
ZTT,20226.876953125
ZLL,5105.29638671875
Fake,77903.90625
TT,28595.40234375
ggh,2534.4765625
VV,9556.8662109375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,57154.669921875
ZLL,5646.75927734375
Fake,26245.14453125
TT,6341.030517578125
ggh,1133.5684814453125
VV,2020.092529296875
From Cutflow bin 8
Data_hist,197157.0
ZTT,73515.046875
ZLL,12014.236328125
Fake,76482.0546875
TT,23674.41796875
ggh,2182.07470703125
VV,7846.6484375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,56843.943359375
ZLL,5605.95947265625
Fake,26323.4482421875
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,73123.0
ZLL,11918.619140625
Fake,76692.640625
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,17905.5830078125
ZLL,1404.9940185546875
Fake,29869.5078125
TT,1682.5020141601562
ggh,322.3135681152344
VV,543.9985961914062
From Cutflow bin 8
Data_hist,197157.0
ZTT,22510.1875
ZLL,2985.283203125
Fake,85004.328125
TT,6135.267578125
ggh,594.7620239257812
VV,2045.1612548828125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,43864.490234375
ZLL,4205.6370849609375
Fake,27505.4697265625
TT,4696.092041015625
ggh,847.2709350585938
VV,1509.3734741210938
From Cutflow bin 8
Data_hist,197157.0
ZTT,56252.05859375
ZLL,8940.8408203125
Fake,79463.1875
TT,17496.05859375
ggh,1623.392822265625
VV,5846.4794921875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,62959.005859375
ZLL,4207.1446533203125
Fake,23062.568359375
TT,4696.092041015625
ggh,847.2709350585938
VV,1509.3734741210938
From Cutflow bin 8
Data_hist,197157.0
ZTT,86943.859375
ZLL,8943.349609375
Fake,70285.734375
TT,17496.05859375
ggh,1623.392822265625
VV,5846.4794921875
"From tau charge, integral, with mT cut"
Data_hist,78693.0
ZTT,54534.638671875
ZLL,4179.4215087890625
Fake,20753.9306640625
TT,4534.5029296875
ggh,787.6201477050781
VV,1440.5882568359375
From Cutflow bin 8
Data_hist,180654.0
ZTT,76502.828125
ZLL,8895.544921875
Fake,65165.6796875
TT,17045.15625
ggh,1525.670166015625
VV,5662.2841796875
"From tau charge, integral, with mT cut"
Data_hist,84282.0
ZTT,56983.47265625
ZLL,4202.47216796875
Fake,22723.8486328125
TT,4520.3837890625
ggh,787.4359130859375
VV,1448.0630493164062
From Cutflow bin 8
Data_hist,189956.0
ZTT,80075.375
ZLL,8935.84375
Fake,69558.3046875
TT,17041.185546875
ggh,1542.9462890625
VV,5701.978515625
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,81953.49609375
ZLL,5607.96923828125
Fake,20422.5498046875
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,113635.6640625
ZLL,11921.9619140625
Fake,64486.5390625
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,81953.49609375
ZLL,5607.96923828125
Fake,20422.5498046875
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,113635.6640625
ZLL,11921.9619140625
Fake,64486.5390625
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,56843.943359375
ZLL,5605.95947265625
Fake,26323.4482421875
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,73123.0
ZLL,11918.619140625
Fake,76692.640625
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,83335.4140625
ZLL,5634.875732421875
Fake,20339.068359375
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,115416.0234375
ZLL,12029.123046875
Fake,64301.3671875
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,99481.0546875
ZLL,5976.822021484375
Fake,19262.1142578125
TT,7530.25048828125
ggh,1330.9818115234375
VV,2423.768798828125
From Cutflow bin 8
Data_hist,197157.0
ZTT,139275.125
ZLL,13007.396484375
Fake,61680.01171875
TT,28324.0546875
ggh,2521.3369140625
VV,9461.8818359375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,99481.0546875
ZLL,5976.822021484375
Fake,19262.1142578125
TT,7530.25048828125
ggh,1330.9818115234375
VV,2423.768798828125
From Cutflow bin 8
Data_hist,197157.0
ZTT,139275.125
ZLL,13007.396484375
Fake,61680.01171875
TT,28324.0546875
ggh,2521.3369140625
VV,9461.8818359375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,86817.96484375
ZLL,4777.146728515625
Fake,20813.619140625
TT,7530.25048828125
ggh,1330.9818115234375
VV,2423.768798828125
From Cutflow bin 8
Data_hist,197157.0
ZTT,120909.2578125
ZLL,10500.169921875
Fake,64659.70703125
TT,28324.0546875
ggh,2521.3369140625
VV,9461.8818359375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,77453.109375
ZLL,3628.015380859375
Fake,22321.388671875
TT,7530.25048828125
ggh,1330.9818115234375
VV,2423.768798828125
From Cutflow bin 8
Data_hist,197157.0
ZTT,106792.1640625
ZLL,7832.2119140625
Fake,67911.7265625
TT,28324.0546875
ggh,2521.3369140625
VV,9461.8818359375
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,83335.4140625
ZLL,5634.875732421875
Fake,20339.068359375
TT,6202.88525390625
ggh,1109.7495727539062
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,115416.0234375
ZLL,12029.123046875
Fake,64301.3671875
TT,23176.451171875
ggh,2137.708251953125
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,83784.734375
ZLL,5701.298095703125
Fake,20260.267578125
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,116092.1875
ZLL,12169.896484375
Fake,64142.6875
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,51571.1640625
ZLL,3983.974365234375
Fake,22923.4677734375
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,72243.640625
ZLL,8525.333984375
Fake,68925.1015625
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,49198.36328125
ZLL,3749.853271484375
Fake,23271.634765625
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,68620.5703125
ZLL,7964.478515625
Fake,69646.453125
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,83784.734375
ZLL,5701.29833984375
Fake,20260.267578125
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,116092.1875
ZLL,12169.8955078125
Fake,64142.6796875
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,83784.734375
ZLL,5701.29833984375
Fake,20260.267578125
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,116092.1875
ZLL,12169.8955078125
Fake,64142.6796875
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,58232.90625
ZLL,62.053123474121094
Fake,26271.0546875
TT,6202.88525390625
ggh,3101.810302734375
VV,1992.0607299804688
From Cutflow bin 8
Data_hist,197157.0
ZTT,74830.828125
ZLL,178.20819091796875
Fake,76627.96875
TT,23176.451171875
ggh,9884.8466796875
VV,7747.138671875
"From tau charge, integral, with mT cut"
Data_hist,84011.0
ZTT,77383.2734375
ZLL,5681.418212890625
Fake,19972.49609375
TT,6020.8740234375
ggh,2973.6103515625
VV,1161.4403076171875
From Cutflow bin 8
Data_hist,189397.0
ZTT,108479.875
ZLL,12127.951171875
Fake,63503.1015625
TT,22706.626953125
ggh,9638.119140625
VV,4624.18994140625
"From tau charge, integral, with mT cut"
Data_hist,40048.0
ZTT,49949.08203125
ZLL,5681.418212890625
Fake,8017.629638671875
TT,5371.1015625
ggh,2489.989013671875
VV,1005.8341064453125
From Cutflow bin 8
Data_hist,102419.0
ZTT,74974.703125
ZLL,12127.951171875
Fake,30294.703125
TT,20874.126953125
ggh,8638.6005859375
VV,4228.86572265625
"From tau charge, integral, with mT cut"
Data_hist,84011.0
ZTT,53226.546875
ZLL,5664.93017578125
Fake,25682.87109375
TT,6020.8740234375
ggh,2973.6103515625
VV,1161.4403076171875
From Cutflow bin 8
Data_hist,189397.0
ZTT,69099.203125
ZLL,12090.505859375
Fake,75440.2890625
TT,22706.626953125
ggh,9638.119140625
VV,4624.18994140625
From Cutflow bin 8
Data_hist,189397.0
ZTT,108479.875
ZLL,1905598.75
Fake,63503.1015625
TT,22706.626953125
ggh,9638.119140625
VV,4624.18994140625
"From tau charge, integral, with mT cut"
Data_hist,84011.0
ZTT,77383.2734375
ZLL,5363.590576171875
Fake,19972.49609375
TT,6020.8740234375
ggh,2973.6103515625
VV,1161.4403076171875
From Cutflow bin 8
Data_hist,189397.0
ZTT,108479.875
ZLL,11405.31640625
Fake,63503.1015625
TT,22706.626953125
ggh,9638.119140625
VV,4624.18994140625
"From tau charge, integral, with mT cut"
Data_hist,87636.0
ZTT,83784.734375
ZLL,5701.29833984375
Fake,19731.14453125
TT,6202.88525390625
ggh,3101.810302734375
VV,1201.7763061523438
From Cutflow bin 8
Data_hist,193450.0
ZTT,116092.1875
ZLL,12169.8955078125
Fake,62826.7109375
TT,23176.451171875
ggh,9884.84765625
VV,4719.0947265625
"From tau charge, integral, with mT cut"
Data_hist,83364.0
ZTT,74504.5078125
ZLL,4702.483154296875
Fake,20013.3701171875
TT,5954.33349609375
ggh,2923.5069580078125
VV,1145.7305297851562
From Cutflow bin 8
Data_hist,188525.0
ZTT,105053.6953125
ZLL,10028.1162109375
Fake,63541.50390625
TT,22535.224609375
ggh,9542.740234375
VV,4586.99169921875
"From tau charge, integral, with mT cut"
Data_hist,63351.0
ZTT,71002.76171875
ZLL,5220.64990234375
Fake,7884.4912109375
TT,4772.896240234375
ggh,2437.963134765625
VV,941.3388061523438
From Cutflow bin 8
Data_hist,127329.0
ZTT,96175.3359375
ZLL,11148.201171875
Fake,23853.3828125
TT,17743.521484375
ggh,7476.814453125
VV,3556.11328125
"From tau charge, integral, with mT cut"
Data_hist,88454.0
ZTT,83686.73046875
ZLL,5638.047119140625
Fake,19921.5439453125
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,194967.0
ZTT,115886.6796875
ZLL,12024.71875
Fake,63255.37890625
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,83686.73046875
ZLL,5638.047119140625
Fake,20277.6083984375
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,115886.6796875
ZLL,12024.71875
Fake,64161.00390625
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,18989.0732421875
ZLL,2265.1653442382812
Fake,25538.421875
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,27712.2265625
ZLL,4874.4306640625
Fake,73594.7734375
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,64697.654296875
ZLL,3372.8819580078125
Fake,23131.94921875
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,88174.453125
ZLL,7150.2880859375
Fake,69879.2265625
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,83686.73046875
ZLL,5638.047119140625
Fake,20277.6083984375
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,115886.6796875
ZLL,12024.71875
Fake,64161.00390625
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,83686.73046875
ZLL,5638.047119140625
Fake,20277.6083984375
TT,6200.648193359375
ggh,3099.9794921875
VV,1200.677001953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,115886.6796875
ZLL,12024.71875
Fake,64161.00390625
TT,23169.65625
ggh,9878.408203125
VV,4715.5029296875
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,80389.2265625
ZLL,5563.3837890625
Fake,20219.658203125
TT,6277.73046875
ggh,3094.1162109375
VV,1189.020751953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,114011.375
ZLL,12071.7216796875
Fake,63617.703125
TT,23475.091796875
ggh,9942.705078125
VV,4711.314453125
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,80389.2265625
ZLL,5563.3837890625
Fake,20219.658203125
TT,6277.73046875
ggh,3094.1162109375
VV,1189.020751953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,114011.375
ZLL,12071.7216796875
Fake,63617.703125
TT,23475.091796875
ggh,9942.705078125
VV,4711.314453125
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,80389.2265625
ZLL,5563.3837890625
Fake,20219.658203125
TT,6277.73046875
ggh,3094.1162109375
VV,1189.020751953125
"From tau charge, integral, with mT cut"
Data_hist,89443.0
ZTT,80389.2265625
ZLL,5563.3837890625
Fake,20219.658203125
TT,6277.73046875
ggh,3094.1162109375
VV,1189.020751953125
From Cutflow bin 8
Data_hist,196943.0
ZTT,114011.375
ZLL,12071.7216796875
Fake,63617.703125
TT,23475.091796875
ggh,9942.705078125
VV,4711.314453125
From Cutflow bin 8
Data_hist,196943.0
ZTT,114011.375
ZLL,12071.7216796875
Fake,63617.703125
TT,23475.091796875
ggh,9942.705078125
VV,4711.314453125
From Cutflow bin 8
Data_hist,196943.0
ZTT,114011.375
ZLL,12071.7216796875
Fake,63617.703125
TT,23475.091796875
ggh,9942.705078125
VV,4711.314453125
"From tau charge, integral, with mT cut"
Data_hist,89546.0
ZTT,80505.8046875
ZLL,5643.78369140625
Fake,20193.0810546875
TT,6280.28076171875
ggh,3095.92236328125
VV,1190.2366943359375
From Cutflow bin 8
Data_hist,197157.0
ZTT,114252.046875
ZLL,12241.6455078125
Fake,63574.25390625
TT,23482.3671875
